"w"
0
-1.3279E-06
-5.3114E-06
-1.195E-05
-2.12428E-05
-3.31888E-05
-4.77866E-05
-6.50345E-05
-8.49305E-05
-0.000107473
-0.000132658
-0.000160484
-0.000190948
-0.000224046
-0.000259775
-0.000298131
-0.00033911
-0.000382707
-0.000428917
-0.000477737
-0.000529159
-0.000583179
-0.00063979
-0.000698986
-0.000760761
-0.000825107
-0.000892018
-0.000961486
-0.0010335
-0.00110806
-0.00118515
-0.00126477
-0.0013469
-0.00143154
-0.00151868
-0.00160831
-0.00170041
-0.00179498
-0.00189201
-0.00199149
-0.0020934
-0.00219774
-0.00230449
-0.00241364
-0.00252518
-0.0026391
-0.00275538
-0.00287401
-0.00299499
-0.00311828
-0.00324389
-0.0033718
-0.00350199
-0.00363445
-0.00376916
-0.00390611
-0.00404529
-0.00418668
-0.00433026
-0.00447601
-0.00462394
-0.004774
-0.0049262
-0.0050805
-0.00523691
-0.00539539
-0.00555593
-0.00571852
-0.00588314
-0.00604976
-0.00621838
-0.00638897
-0.00656151
-0.006736
-0.00691241
-0.00709073
-0.00727094
-0.00745302
-0.00763696
-0.00782274
-0.00801034
-0.00819975
-0.00839095
-0.00858393
-0.00877866
-0.00897514
-0.00917335
-0.00937326
-0.00957487
-0.00977815
-0.0099831
-0.0101897
-0.0103979
-0.0106077
-0.0108191
-0.0110321
-0.0112466
-0.0114627
-0.0116803
-0.0118993
-0.0121199
-0.0123419
-0.0125653
-0.0127902
-0.0130165
-0.0132441
-0.0134732
-0.0137035
-0.0139352
-0.0141681
-0.0144024
-0.0146379
-0.0148746
-0.0151125
-0.0153516
-0.0155918
-0.0158332
-0.0160757
-0.0163192
-0.0165638
-0.0168094
-0.0170561
-0.0173038
-0.0175524
-0.0178021
-0.0180528
-0.0183045
-0.0185572
-0.0188111
-0.0190661
-0.0193223
-0.0195798
-0.0198387
-0.0200991
-0.0203611
-0.0206247
-0.0208901
-0.0211573
-0.0214262
-0.021697
-0.0219694
-0.0222434
-0.0225188
-0.0227952
-0.0230723
-0.0233495
-0.0236265
-0.0239026
-0.0241771
-0.0244494
-0.0247187
-0.0249844
-0.0252458
-0.0255023
-0.0257536
-0.0259992
-0.0262389
-0.0264727
-0.0267007
-0.0269232
-0.0271407
-0.0273539
-0.0275634
-0.0277703
-0.0279754
-0.0281798
-0.0283845
-0.0285906
-0.028799
-0.0290108
-0.0292267
-0.0294476
-0.0296742
-0.0299071
-0.0301468
-0.0303937
-0.0306484
-0.0309111
-0.0311821
-0.0314617
-0.0317502
-0.0320476
-0.0323541
-0.0326698
-0.0329946
-0.0333284
-0.033671
-0.0340222
-0.0343814
-0.0347481
-0.0351218
-0.0355016
-0.0358869
-0.0362767
-0.0366703
-0.0370667
-0.037465
-0.0378646
-0.0382646
-0.0386644
-0.0390634
-0.039461
-0.0398568
-0.0402503
-0.0406414
-0.0410296
-0.0414147
-0.0417964
-0.0421746
-0.0425489
-0.0429192
-0.0432852
-0.0436466
-0.0440032
-0.0443546
-0.0447005
-0.0450407
-0.0453749
-0.0457028
-0.046024
-0.0463384
-0.0466456
-0.0469453
-0.0472375
-0.0475217
-0.0477979
-0.0480657
-0.048325
-0.0485756
-0.0488173
-0.04905
-0.0492734
-0.0494875
-0.0496921
-0.0498872
-0.0500726
-0.0502483
-0.0504143
-0.0505705
-0.0507171
-0.050854
-0.0509813
-0.051099
-0.0512072
-0.0513061
-0.0513956
-0.0514759
-0.0515471
-0.0516092
-0.0516624
-0.0517068
-0.0517425
-0.0517697
-0.0517885
-0.0517992
-0.0518019
-0.0517969
-0.0517845
-0.051765
-0.0517387
-0.0517059
-0.0516668
-0.0516218
-0.0515712
-0.0515152
-0.051454
-0.0513878
-0.0513167
-0.051241
-0.0511607
-0.0510759
-0.0509867
-0.0508931
-0.0507952
-0.050693
-0.0505867
-0.0504762
-0.0503617
-0.0502432
-0.0501207
-0.0499944
-0.0498642
-0.0497304
-0.049593
-0.049452
-0.0493078
-0.0491602
-0.0490097
-0.0488563
-0.0487003
-0.0485419
-0.0483813
-0.048219
-0.0480551
-0.04789
-0.047724
-0.0475575
-0.0473906
-0.0472237
-0.0470571
-0.0468909
-0.0467255
-0.0465609
-0.0463975
-0.0462353
-0.0460744
-0.0459151
-0.0457575
-0.0456016
-0.0454475
-0.0452954
-0.0451453
-0.0449973
-0.0448515
-0.0447079
-0.0445667
-0.0444278
-0.0442915
-0.0441577
-0.0440267
-0.0438985
-0.0437734
-0.0436516
-0.0435332
-0.0434186
-0.0433078
-0.0432013
-0.0430991
-0.0430014
-0.0429084
-0.0428202
-0.0427367
-0.0426581
-0.0425841
-0.0425147
-0.0424499
-0.0423893
-0.042333
-0.0422808
-0.0422325
-0.0421882
-0.0421478
-0.0421112
-0.0420787
-0.0420502
-0.0420258
-0.0420057
-0.04199
-0.0419788
-0.0419722
-0.0419704
-0.0419733
-0.0419812
-0.041994
-0.042012
-0.042035
-0.0420633
-0.0420969
-0.0421359
-0.0421804
-0.0422305
-0.0422863
-0.0423478
-0.042415
-0.0424881
-0.0425669
-0.0426515
-0.0427418
-0.0428376
-0.042939
-0.0430459
-0.043158
-0.0432755
-0.0433982
-0.0435261
-0.0436591
-0.0437972
-0.0439405
-0.044089
-0.0442426
-0.0444014
-0.0445653
-0.0447344
-0.0449085
-0.0450876
-0.0452716
-0.0454604
-0.0456539
-0.0458519
-0.0460542
-0.0462608
-0.0464714
-0.046686
-0.0469044
-0.0471265
-0.0473524
-0.0475818
-0.0478148
-0.0480513
-0.0482914
-0.0485351
-0.0487824
-0.0490332
-0.0492875
-0.0495455
-0.0498069
-0.0500718
-0.0503401
-0.0506118
-0.0508868
-0.0511651
-0.0514466
-0.0517313
-0.0520192
-0.0523104
-0.0526046
-0.0529021
-0.0532026
-0.0535063
-0.053813
-0.0541226
-0.0544351
-0.0547503
-0.0550681
-0.0553882
-0.0557106
-0.0560351
-0.0563616
-0.0566899
-0.05702
-0.0573518
-0.0576853
-0.0580205
-0.0583575
-0.0586962
-0.0590368
-0.0593792
-0.0597235
-0.0600696
-0.0604175
-0.0607671
-0.0611183
-0.0614709
-0.0618248
-0.0621798
-0.0625357
-0.0628923
-0.0632494
-0.063607
-0.063965
-0.0643231
-0.0646814
-0.0650399
-0.0653984
-0.0657569
-0.0661154
-0.0664736
-0.0668316
-0.0671891
-0.0675459
-0.0679018
-0.0682567
-0.0686102
-0.0689622
-0.0693124
-0.0696606
-0.0700067
-0.0703506
-0.0706921
-0.0710312
-0.0713678
-0.071702
-0.0720337
-0.072363
-0.0726899
-0.0730146
-0.0733369
-0.0736571
-0.0739751
-0.074291
-0.0746049
-0.0749168
-0.0752267
-0.0755348
-0.075841
-0.0761456
-0.0764486
-0.0767501
-0.0770503
-0.0773492
-0.0776469
-0.0779435
-0.0782392
-0.0785337
-0.0788272
-0.0791196
-0.0794107
-0.0797004
-0.0799884
-0.0802746
-0.0805586
-0.0808402
-0.0811191
-0.081395
-0.0816674
-0.0819362
-0.0822008
-0.082461
-0.0827163
-0.0829664
-0.0832108
-0.0834491
-0.0836809
-0.0839057
-0.0841233
-0.0843331
-0.0845349
-0.0847283
-0.084913
-0.0850888
-0.0852556
-0.0854132
-0.0855617
-0.0857011
-0.0858314
-0.0859527
-0.0860653
-0.0861694
-0.0862651
-0.0863528
-0.0864325
-0.0865047
-0.0865696
-0.0866273
-0.0866782
-0.0867225
-0.0867605
-0.0867925
-0.0868187
-0.0868394
-0.0868551
-0.086866
-0.0868724
-0.0868747
-0.0868733
-0.0868683
-0.0868602
-0.086849
-0.0868351
-0.0868186
-0.0867995
-0.0867781
-0.0867544
-0.0867284
-0.0867001
-0.0866696
-0.086637
-0.0866021
-0.0865652
-0.0865261
-0.0864851
-0.0864421
-0.0863972
-0.0863504
-0.0863018
-0.0862513
-0.0861989
-0.0861446
-0.0860882
-0.0860296
-0.0859685
-0.0859049
-0.0858384
-0.0857689
-0.085696
-0.0856194
-0.0855389
-0.0854541
-0.0853648
-0.0852705
-0.0851709
-0.0850656
-0.0849543
-0.0848365
-0.0847119
-0.0845799
-0.0844402
-0.0842923
-0.0841359
-0.0839706
-0.0837961
-0.083612
-0.0834182
-0.0832143
-0.0830003
-0.082776
-0.0825413
-0.0822962
-0.0820406
-0.0817746
-0.0814981
-0.0812111
-0.0809139
-0.0806062
-0.0802883
-0.0799601
-0.0796217
-0.0792731
-0.0789144
-0.0785456
-0.0781667
-0.0777779
-0.0773792
-0.0769707
-0.0765525
-0.0761248
-0.0756879
-0.0752418
-0.0747868
-0.0743233
-0.0738514
-0.0733715
-0.0728838
-0.0723886
-0.0718862
-0.0713769
-0.0708608
-0.0703383
-0.0698095
-0.0692745
-0.0687336
-0.068187
-0.0676347
-0.067077
-0.066514
-0.0659458
-0.0653727
-0.0647949
-0.0642125
-0.0636258
-0.0630351
-0.0624406
-0.0618426
-0.0612415
-0.0606374
-0.0600307
-0.0594216
-0.0588103
-0.058197
-0.057582
-0.0569653
-0.056347
-0.0557273
-0.0551062
-0.0544837
-0.05386
-0.0532352
-0.0526093
-0.0519826
-0.0513553
-0.0507275
-0.0500996
-0.049472
-0.0488449
-0.0482187
-0.0475937
-0.0469704
-0.0463489
-0.0457296
-0.0451127
-0.0444983
-0.0438866
-0.0432776
-0.0426714
-0.0420679
-0.041467
-0.0408687
-0.0402729
-0.0396795
-0.0390884
-0.0384995
-0.0379127
-0.037328
-0.0367454
-0.0361648
-0.0355863
-0.0350097
-0.0344352
-0.0338626
-0.033292
-0.0327232
-0.0321563
-0.0315911
-0.0310275
-0.0304654
-0.0299046
-0.029345
-0.0287864
-0.0282288
-0.027672
-0.0271159
-0.0265605
-0.0260057
-0.0254514
-0.0248977
-0.0243446
-0.023792
-0.0232399
-0.0226884
-0.0221373
-0.0215867
-0.0210364
-0.0204863
-0.0199364
-0.0193865
-0.0188365
-0.0182861
-0.0177353
-0.017184
-0.0166321
-0.0160793
-0.0155258
-0.0149715
-0.0144163
-0.0138602
-0.0133034
-0.0127458
-0.0121874
-0.0116284
-0.0110688
-0.0105085
-0.00994772
-0.00938632
-0.00882433
-0.00826173
-0.00769845
-0.00713444
-0.00656962
-0.0060039
-0.00543716
-0.00486931
-0.00430023
-0.00372981
-0.00315792
-0.00258447
-0.00200936
-0.00143249
-0.000853799
-0.000273233
0.000309239
0.000893625
0.00147991
0.00206804
0.00265795
0.00324955
0.00384272
0.00443733
0.00503324
0.0056303
0.00622835
0.00682725
0.00742686
0.00802707
0.00862775
0.00922884
0.00983024
0.0104319
0.0110338
0.0116359
0.0122381
0.0128405
0.0134429
0.0140453
0.0146476
0.0152498
0.0158517
0.0164533
0.0170544
0.0176549
0.0182547
0.0188535
0.0194513
0.0200479
0.0206432
0.0212369
0.0218289
0.022419
0.023007
0.0235928
0.024176
0.0247564
0.0253339
0.0259081
0.0264787
0.0270454
0.0276081
0.0281663
0.0287198
0.0292683
0.0298115
0.0303492
0.0308811
0.0314069
0.0319265
0.0324395
0.0329458
0.0334452
0.0339375
0.0344225
0.0349001
0.0353703
0.0358328
0.0362878
0.0367351
0.0371749
0.037607
0.0380316
0.0384488
0.0388585
0.0392609
0.0396561
0.040044
0.0404246
0.0407981
0.0411643
0.0415231
0.0418745
0.0422184
0.0425546
0.0428829
0.0432033
0.0435155
0.0438194
0.0441147
0.0444014
0.0446791
0.0449479
0.0452075
0.0454576
0.0456982
0.0459291
0.04615
0.0463607
0.0465612
0.0467511
0.0469304
0.0470987
0.0472559
0.0474018
0.0475362
0.0476588
0.0477696
0.0478683
0.0479547
0.0480287
0.04809
0.0481385
0.048174
0.0481965
0.0482058
0.0482018
0.0481846
0.0481541
0.0481105
0.0480536
0.0479837
0.0479009
0.0478053
0.0476971
0.0475764
0.0474435
0.0472984
0.0471414
0.0469726
0.0467922
0.0466003
0.0463971
0.0461828
0.0459574
0.0457214
0.0454748
0.0452178
0.0449507
0.0446738
0.0443873
0.0440914
0.0437864
0.0434726
0.0431502
0.0428193
0.0424804
0.0421335
0.0417788
0.0414167
0.0410472
0.0406705
0.040287
0.0398966
0.0394997
0.0390964
0.0386869
0.0382713
0.0378498
0.0374225
0.0369894
0.0365507
0.0361065
0.0356567
0.0352013
0.0347403
0.0342737
0.0338012
0.0333228
0.0328382
0.0323473
0.0318499
0.0313457
0.0308345
0.030316
0.02979
0.0292562
0.0287144
0.0281645
0.0276063
0.0270396
0.0264642
0.0258802
0.0252874
0.0246858
0.0240753
0.023456
0.0228278
0.0221908
0.021545
0.0208905
0.0202273
0.0195556
0.0188756
0.0181873
0.0174911
0.0167871
0.0160756
0.0153569
0.0146314
0.0138994
0.0131613
0.0124174
0.0116681
0.0109139
0.0101552
0.00939223
0.00862549
0.00785532
0.00708209
0.00630615
0.00552787
0.00474759
0.00396566
0.00318243
0.00239824
0.00161345
0.000828382
4.33922E-05
-0.000741187
-0.00152503
-0.00230783
-0.00308927
-0.00386908
-0.00464699
-0.00542276
-0.00619614
-0.00696694
-0.00773495
-0.00849998
-0.00926188
-0.0100205
-0.0107756
-0.0115272
-0.0122751
-0.0130192
-0.0137594
-0.0144955
-0.0152277
-0.0159557
-0.0166796
-0.0173993
-0.0181148
-0.0188262
-0.0195334
-0.0202364
-0.0209353
-0.02163
-0.0223205
-0.0230068
-0.0236889
-0.0243667
-0.0250402
-0.0257093
-0.026374
-0.0270342
-0.02769
-0.0283412
-0.0289879
-0.02963
-0.0302676
-0.0309007
-0.0315293
-0.0321535
-0.0327734
-0.033389
-0.0340005
-0.034608
-0.0352116
-0.0358114
-0.0364077
-0.0370004
-0.0375899
-0.0381763
-0.0387597
-0.0393403
-0.0399183
-0.0404938
-0.0410669
-0.0416378
-0.0422066
-0.0427734
-0.0433383
-0.0439014
-0.0444628
-0.0450226
-0.0455808
-0.0461375
-0.0466927
-0.0472465
-0.047799
-0.0483501
-0.0488999
-0.0494484
-0.0499956
-0.0505416
-0.0510863
-0.0516298
-0.0521721
-0.052713
-0.0532526
-0.0537909
-0.0543277
-0.0548631
-0.0553969
-0.055929
-0.0564594
-0.0569879
-0.0575143
-0.0580386
-0.0585606
-0.05908
-0.0595968
-0.0601107
-0.0606216
-0.0611294
-0.0616339
-0.0621349
-0.0626323
-0.063126
-0.0636159
-0.0641019
-0.0645839
-0.0650617
-0.0655354
-0.0660048
-0.0664698
-0.0669305
-0.0673866
-0.0678382
-0.0682852
-0.0687274
-0.069165
-0.0695977
-0.0700255
-0.0704484
-0.0708663
-0.0712791
-0.0716867
-0.0720891
-0.0724862
-0.0728779
-0.0732641
-0.0736447
-0.0740196
-0.0743886
-0.0747518
-0.0751089
-0.07546
-0.0758049
-0.0761435
-0.0764758
-0.0768018
-0.0771213
-0.0774343
-0.0777407
-0.0780405
-0.0783337
-0.0786201
-0.0788998
-0.0791727
-0.0794388
-0.079698
-0.0799505
-0.0801962
-0.0804352
-0.0806677
-0.0808938
-0.0811135
-0.0813272
-0.081535
-0.0817371
-0.0819338
-0.0821251
-0.0823113
-0.0824926
-0.0826691
-0.0828409
-0.0830081
-0.0831708
-0.0833291
-0.0834828
-0.0836322
-0.0837772
-0.0839178
-0.0840539
-0.0841858
-0.0843133
-0.0844364
-0.0845553
-0.0846701
-0.0847807
-0.0848872
-0.0849898
-0.0850886
-0.0851836
-0.0852751
-0.0853632
-0.085448
-0.0855297
